"Time","sensor-readings.reading"
1651137426000,15.6
1651137501000,16
1651139031000,16.6
1651139136000,16.3
1651140126000,16.6
1651140501000,16.3
1651140816000,16.6
1651140951000,16.3
1651141146000,15.6
1651141416000,16
1651141536000,15.6
1651141926000,16
1651142766000,15.6
1651142961000,16
1651143201000,15.6
1651143366000,15.3
1651143516000,15.6
1651143936000,16
1651144056000,16.6
1651145511000,16.3
1651146171000,15.6
1651146396000,16
1651146501000,16.6
1651146636000,17.3
1651146666000,17.6
1651146711000,18
1651146756000,18.4
1651146981000,17.9
1651147041000,17.3
1651147146000,16.7
1651147191000,16.3
1651147341000,16.6
1651147386000,17
1651147866000,16.3
1651148391000,16.6
1651149081000,17.3
1651149246000,17.6
1651149411000,17.3
1651150371000,17.6
1651150551000,18.3
1651150926000,17.3
1651151316000,16.7
1651152171000,17.3
1651152471000,17.6
1651152621000,17.3
1651152951000,17.6
1651153206000,18.3
1651153761000,17.7
1651153821000,17.3
1651154181000,17.6
1651155606000,17.3
1651155951000,16.7
1651158411000,17.3
1651158621000,17.6
1651158876000,17.3
1651159716000,16.3
1651160331000,16.6
1651161051000,16.3
1651161456000,16.6
1651161606000,17.3
1651163271000,16.3
1651166976000,15.6
1651167396000,15.3
1651168296000,15
1651169691000,14.6
1651171311000,14.3
1651172736000,14
1651174971000,13.6
1651176321000,13.3
1651176801000,13
1651177266000,12.6
1651178286000,12.3
1651178736000,12
1651178886000,11.6
1651179096000,11.3
1651179576000,11
1651180131000,10.6
1651182606000,10.3
1651182981000,10
1651183206000,9.6
1651184841000,9.3
1651185126000,9
1651185682000,8.6
1651187916000,8.2
1651192476000,7.5
1651195192000,7.8
1651196347000,7.5
1651201536000,7.1
1651206366000,7.5
1651207266000,7.8
1651207987000,8.2
1651208631000,8.6
1651209501000,9.2
1651210101000,9.6
1651210266000,10
1651210371000,10.3
1651210551000,10.6
1651211181000,11
1651212636000,11.3
1651212786000,11.6
1651213086000,12
1651213326000,12.3
1651213656000,12.6
1651213731000,13
1651213806000,13.3
1651213896000,13.6
1651214301000,14
1651214496000,14.3
1651215186000,14.6
1651215381000,15
1651215681000,15.3
1651216266000,15.6
1651216596000,16
1651217601000,15.6
1651217826000,16
1651217991000,16.6
1651218471000,17.3
1651218816000,17.6
1651218891000,17.3
1651219131000,16.9
1651219251000,16.3
1651219611000,16.6
1651219731000,16.3
1651220046000,16.6
1651220196000,17.3
1651220271000,17.6
1651220661000,17.1
1651221066000,17.8
1651221126000,18.1
1651221366000,17.7
1651221546000,17.3
1651222191000,16.7
1651222326000,16.3
1651223091000,16.6
1651223196000,17.4
1651223256000,17.8
1651223301000,18.1
1651223556000,17.7
1651223646000,17.3
1651223991000,17.6
1651224051000,18
1651224801000,17.3
1651224951000,17.6
1651225221000,18.3
1651225281000,18.6
1651225716000,18.3
1651225851000,18.6
1651225971000,18.2
1651226211000,17.8
1651226616000,18.1
1651227426000,17.8
1651227576000,18.1
1651228206000,17.8
1651228371000,17.2
1651228776000,18.1
1651228851000,18.8
1651228881000,19.1
1651228956000,19.7
1651229016000,20.1
1651229211000,19.6
1651229271000,19.3
1651229586000,18.7
1651229646000,18.3
1651229856000,18.6
1651229946000,19.2
1651229991000,19.6
1651230036000,20
1651230096000,20.6
1651230261000,20.3
1651230336000,19.6
1651230351000,19.3
1651230381000,18.8
1651230456000,18.2
1651230576000,17.8
1651230696000,18.1
1651230786000,18.8
1651230831000,19.1
1651230906000,19.7
1651231101000,19.4
1651231296000,19.7
1651231401000,20.1
1651231506000,19.8
1651231626000,19.1
1651232511000,19.7
1651232646000,20.1
1651232811000,19.7
1651232841000,19.4
1651232901000,19
1651233066000,19.6
1651233156000,19.3
1651233321000,19.7
1651233396000,20.1
1651233651000,19.8
1651233861000,19.1
1651234146000,19.8
1651234191000,20.1
1651234401000,20.7
1651234626000,20.4
1651234896000,19.7
1651234941000,19.4
1651235361000,18.8
1651235931000,19.1
1651236771000,18.8
1651236831000,18.4
1651238406000,18.8
1651238481000,19.1
1651238586000,19.7
1651238676000,20.1
1651238766000,20.7
1651238946000,21.1
1651239201000,21.7
1651239336000,22.1
1651239426000,21.8
1651239636000,21.1
1651239666000,20.8
1651239756000,20.1
1651239786000,19.8
1651240356000,19.1
1651240506000,18.8
1651240626000,19.1
1651240731000,19.7
1651240791000,20.1
1651240971000,20.7
1651241091000,20.4
1651241526000,21.1
1651241691000,21.7
1651241916000,21.4
1651242081000,20.8
1651242381000,20.1
1651242666000,20.7
1651242861000,20.4
1651242996000,19.8
1651243101000,19.1
1651243146000,18.8
1651243971000,19.1
1651244031000,19.5
1651244136000,20.1
1651244601000,20.7
1651244721000,21.1
1651244811000,20.8
1651244931000,20.1
1651245021000,19.8
1651245246000,20.1
1651245666000,19.8
1651246146000,19.1
1651246476000,18.8
1651246791000,18.2
1651246971000,18.8
1651247016000,19.1
1651247181000,19.7
1651247556000,20.1
1651247796000,19.8
1651248531000,19.1
1651248936000,18.8
1651250991000,18.2
1651251126000,17.8
1651252078000,17.2
1651252521000,16.8
1651253876000,16.2
1651254816000,15.8
1651255281000,15.5
1651256031000,15.1
1651256886000,14.8
1651258251000,14.5
1651259586000,14.1
1651261491000,13.8
1651262257000,13.5
1651263111000,13.1
1651263576000,12.8
1651263981000,12.5
1651264432000,12.1
1651265076000,11.8
1651266246000,11.5
1651267267000,11.1
1651267671000,10.8
1651267851000,10.5
1651268616000,10.8
1651269486000,11.1
1651270011000,10.8
1651270312000,10.5
1651272111000,10.1
1651272351000,9.8
1651272876000,10.1
1651273432000,9.8
1651273657000,9.5
1651274256000,9.8
1651274946000,9.5
1651276477000,9.8
1651277766000,9.5
1651278531000,9.1
1651283106000,8.7
1651283826000,8.4
1651285566000,7.7
1651290231000,7.3
1651293561000,7.7
1651293726000,8.1
1651293906000,8.7
1651294101000,9.1
1651294356000,8.7
1651294461000,8.4
1651294956000,8.7
1651295076000,9.1
1651296006000,9.7
1651296141000,10.1
1651296906000,10.5
1651297641000,10.8
1651297761000,11.1
1651298151000,11.5
1651298226000,11.8
1651298301000,12.1
1651298586000,11.8
1651298691000,11.5
1651298826000,11.8
1651298916000,12.1
1651299201000,12.5
1651299276000,12.8
1651299471000,13.1
1651299636000,13.5
1651299696000,13.9
1651299741000,14.2
