"Time","sensor-readings.reading"
1651478241000,34.2
1651478436000,35.2
1651478901000,36.2
1651479111000,37.3
1651479231000,38.3
1651479456000,39.3
1651479546000,40.3
1651479906000,39.3
1651479996000,38.3
1651480086000,37
1651480821000,36
1651481076000,37.1
1651481286000,38.1
1651481406000,39.1
1651482201000,40.1
1651483041000,39.1
1651483311000,40.1
1651483521000,39.1
1651483656000,40.1
1651483716000,41.1
1651484016000,40
1651484256000,41
1651484481000,40
1651484751000,41.1
1651484796000,42.1
1651484901000,43.1
1651485156000,42.1
1651485231000,41.1
1651485426000,42.1
1651485741000,43.1
1651485861000,44.1
1651486986000,45.1
1651487166000,46.2
1651487256000,47.3
1651487316000,48.3
1651487541000,49.3
1651487886000,48.1
1651488006000,47.1
1651488921000,46.1
1651489116000,45
1651489191000,44
1651489281000,43
1651489461000,44
1651489551000,45
1651490166000,44
1651490466000,43
1651490541000,42
1651490601000,40.9
1651490916000,39.9
1651491861000,40.9
1651492776000,39.9
1651493616000,38.8
1651493856000,37.8
1651494216000,36.8
1651494441000,35.8
1651495791000,36.8
1651497006000,35.8
1651497231000,34.8
1651497966000,35.8
1651499736000,34.8
1651501266000,33.8
1651501401000,32.8
1651501506000,31.7
1651501596000,30.7
1651501701000,29.7
1651501866000,28.7
1651502796000,27.7
1651502886000,26.7
1651503396000,25.7
1651507026000,26.7
1651522191000,27.7
1651522461000,26.7
1651522581000,25.7
1651524621000,24.7
1651527966000,23.7
1651530231000,22.7
1651536891000,21.7
1651543566000,20.7
1651552132000,21.7
1651552807000,22.7
1651553767000,23.7
1651554037000,24.7
1651554651000,25.8
1651554876000,26.8
1651556032000,27.9
1651556212000,28.9
1651556346000,29.9
1651557142000,30.9
1651557907000,31.9
1651559362000,33
1651559676000,34
1651559812000,35
1651560052000,36
1651560651000,37
1651560861000,36
1651561672000,37
1651562692000,38
1651563622000,39
1651563996000,40
1651564476000,41
1651564956000,42.1
1651565947000,43.1
1651566037000,44.1
1651566321000,45.1
1651566502000,46.1
1651567086000,47.1
1651567162000,48.2
1651567447000,49.2
